Codigo da IES,Natureza,Situacao,DIAS,%,CI N,CI V,IGC_N,IGC_M,IGC_V,EAD_17,variacao mat,mat_T 2017,% FIES,CURSOS,saldo 2017,Variacao 17-16
1187,1,Ativa,1490,0.698795180722892,3,3,2.46,2.3255,2.2935,1,-0.0878911564625851,3675,0.0914285714285714,17,1049178.84,-0.595045715887789
1350,1,Ativa,693,0.555555555555556,4,3,2.4015,2.3211,2.5083,1,0.115712930761935,3163,0.544419854568448,14,7027271.73,0.169473181323965
3875,0,Ativa,885,0.782178217821782,4,3,2.5369,2.6246940899303697,2.6294,1,0.0560043080236941,1857,0.116855142703285,22,4766577.59000001,-4.63341653427874
2969,0,Ativa,4773,0.571428571428571,4,3,2.251,4.0066,4.076673988612834,1,0.181818181818182,55,0.0,1,11193.51,-0.136171171171166
19861,0,Ativa,805,0.375,3,S/C,S/D,S/D,S/D,1,0.0,170,0.0,3,4813503.17,0.0
1915,1,Extinta,6369,0.0,S/C,S/C,2.23,0,,0,0.0,0,0.0,0,0.0,0.0
12189,1,Ativa,3772,0.466666666666667,3,3,2.2251,1.6755799242427576,1.7355,1,0.418439716312057,141,0.283687943262411,3,-722874.77,-3.11557169547815
1244,1,Ativa,1351,0.61038961038961,3,3,3.5168,3.5753,3.4619,1,0.051067279113753,7402,0.289786544177249,24,79530498.87,-0.0143955586703945
1844,0,Ativa,740,0.733333333333333,4,3,2.0732,2.0687,2.1733,1,0.0299003322259137,301,0.166112956810631,7,1428231.27,0.498975452151293
1741,1,Ativa,6506,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2140,1,Ativa,6010,0.198019801980198,3,S/C,1.2922,1.7647,1.7647,1,0.176100628930818,159,0.0,4,-121669.95,-5.72800826304013
3372,0,Ativa,39,0.695652173913044,4,3,2.6425,2.5049,2.4728,1,-0.0577272727272727,2200,0.317727272727273,16,2107367.89999999,-0.800208791822849
4789,0,Extinta,6668,0.0,S/C,S/C,0,0,-0.06212772450200884,0,0.0,0,0.0,0,0.0,0.0
88,0,Extinta,17183,0.2,S/C,S/C,1.5994,1.5994,1.6,0,0.0,0,0.0,0,0.0,0.0
3179,0,Extinta,6020,0.0,S/D,S/D,S/D,1.9101728818323944,S/D,0,0.0,0,0.0,0,0.0,0.0
5669,1,Ativa,755,0.489130434782609,4,4,1.8382,2.195,2.195,1,0.131405735778091,4254,0.0,17,-9947939.43000001,-0.488905835475297
21519,1,Ativa,410,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
463,0,Extinta,567,0.8,4,4,2.3547,2.4102901208153122,2.3547,1,0.0816522574447647,1041,0.0067243035542747,6,25163.0,0.0
3972,0,Ativa,5561,0.466666666666667,3,3,2.4418,2.2193,1.9471,1,-0.0902111324376199,521,0.0249520153550864,9,332456.82,-0.741374951044312
2289,0,Ativa,5599,0.189189189189189,3,2,1.296,2.3225,2.3225,1,0.117241379310345,145,0.0344827586206897,3,58269.95,-0.418166879727447
3182,1,Ativa,6009,0.444444444444444,3,3,2.6807,2.6807,2.6807,1,-0.803680981595092,815,0.548466257668712,11,6094840.0,3.46162185507608
21670,1,Ativa,28,0.333333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-1,0.0,0.0
1379,0,Ativa,2371,0.544554455445545,3,S/C,3.3019915140860334,3.2114,3.1168,1,-0.0030668127053669,4565,0.0,14,22627143.0,-0.0172704520560699
2539,0,Ativa,6121,0.28,3,3,2.0167,1.9631,1.9631,1,1.01351351351351,74,0.0,1,260013.1,-1.0
2247,0,Ativa,5188,0.392857142857143,3,S/C,1.5437,2.0801,2.0801,1,0.0649895178197064,477,0.0041928721174004,8,2036582.17,-0.172405888970727
1072,1,Extinta,7705,0.0555555555555556,3,S/C,1.4257,1.4257,1.4431,1,0.0166666666666666,120,0.0,1,47425.0,-1.03325799160478
1655,0,Ativa,805,0.421052631578947,3,S/C,2.6231,1.9446,,1,0.6,90,0.377777777777778,2,221430962.0,-0.207799979634436
4534,1,Ativa,1034,0.5625,3,2,2.8697,2.7802053362708032,0,1,-0.133620689655172,232,0.456896551724138,3,2399656.65,0.371494968012942
3224,1,Ativa,6318,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1845,1,Ativa,2568,0.318181818181818,3,S/C,0.5014,1.9872,1.928,0,0.0,0,0.0,0,0.0,0.0
150,0,Ativa,2519,0.86864406779661,5,4,2.5971,2.4103,2.4191,1,0.0228350799779371,9065,0.190623276337562,73,15305875.94,-0.122542526550496
1883,1,Ativa,2537,0.642857142857143,4,4,3.0397,3.0503,2.9113,1,-0.0308397582829756,4799,0.475724109189414,16,178190303.68,0.197228220510967
1469,1,Ativa,143,0.717948717948718,4,3,3.0729,3.0729,3.0729,1,0.0289855072463767,1932,0.0848861283643892,7,13418702.4,0.0258709828762576
3936,1,Ativa,1005,0.810344827586207,3,5,2.3777,2.5163,2.5154,1,0.062951935346661,2351,0.264993619736282,16,1052726759.1,0.189707637063632
21321,1,Ativa,410,0.428571428571429,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17763,0,Ativa,1417,0.75,S/C,S/C,S/D,S/D,S/D,1,-0.36231884057971,69,0.0289855072463768,1,6527.16,-1.0
3951,0,Ativa,2338,0.75,3,S/C,2.033300432670494,2.0218,2.0218,1,4.6,5,0.0,2,0.0,-1.0
953,0,Ativa,8459,0.844186046511628,3,4,2.1224,2.3288,2.327,1,-0.109356990674444,28631,0.0,37,32918735.24,0.977830171687862
18154,1,Ativa,1007,0.833333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18626,1,Ativa,628,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-1,0.0,0.0
1632,1,Ativa,70,0.762886597938144,4,4,2.8685,2.811,2.780527773040167,1,-0.0356812719541505,5409,0.340913292660381,23,1424655882.17,-0.157924570706992
1038,0,Ativa,2701,0.714285714285714,4,4,3.0288,3.1382,2.8705,1,0.0140628995141907,3911,0.241114804397852,32,25959877.9,0.404241348724286
3158,1,Extinta,6051,0.6,S/C,S/C,2.5583,2.5583,2.5583,0,0.0,0,0.0,0,0.0,0.0
5527,1,Extinta,3555,0.0,S/D,S/D,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
2447,1,Extinta,6254,0.2,3,S/C,0,0,1.8221,0,0.0,0,0.0,0,0.0,0.0
472,1,Ativa,2519,0.789144050104384,4,3,2.8443,2.7387,2.5923,1,0.0828804347826087,25024,0.0002797314578005,89,80360036.44,-0.269359374149673
4090,1,Ativa,1351,0.551724137931035,3,4,1.6148,2.2973,2.4157866033568496,1,0.0072202166064983,277,0.389891696750903,5,76345.0,-1.0
23,0,Ativa,770,0.847389558232932,4,4,3.1538,3.0784,3.0273,1,0.088276440962507,14296,0.155358142137661,59,74823359.69,-1.42220228954302
4748,1,Extinta,4107,0.28,2,5,0,2.3,2.3,0,0.0,0,0.0,0,0.0,0.0
13856,1,Ativa,2772,0.705882352941177,3,3,2.102,2.102,2.102,0,0.0,0,0.0,0,0.0,0.0
10016,1,Ativa,3713,0.444444444444444,4,S/C,2.9559,2.9559,2.9582376367681875,1,-0.166666666666667,12,0.0,1,164412.3,-0.365897645554789
680,0,Extinta,16425,0.5,3,S/C,2.66,2.65,2.51,0,0.0,0,0.0,0,0.0,0.0
3830,0,Extinta,6668,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1305,1,Ativa,952,0.592592592592593,3,S/C,3.1838,3.1675,3.1675,1,-0.0175706646294882,1309,0.434682964094729,5,393161229.5,0.123956102870119
935,0,Extinta,8939,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1945,1,Ativa,616,0.6,3,3,2.1703,2.0039523722971087,2.0812,1,0.0650584795321638,2736,0.372076023391813,14,1424655882.17,54.3898068830328
14170,0,Extinta,6235,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1048,0,Ativa,756,0.601694915254237,3,S/C,2.8049,2.8049,2.8049,1,-0.464852607709751,441,0.0,5,337000.0,-1.69654289372599
18684,1,Ativa,885,0.44,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1272,0,Extinta,7356,0.136363636363636,3,S/C,0,0,0.078953796416263,0,0.0,0,0.0,0,0.0,0.0
1136,0,Ativa,7602,0.542857142857143,3,S/C,2.7192,2.8203,2.8203,1,-0.0155884645362432,1283,0.0,8,100493.36,-0.487665999999992
1919,1,Extinta,2653,0.703703703703704,3,4,1.831,2.3058,,1,0.131901840490797,1956,0.657464212678937,7,6118521.56000001,-1.56471255138079
18676,1,Ativa,585,0.352941176470588,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
10836,1,Ativa,3713,0.378787878787879,3,0,3.1113,2.7615,2.4249402494058785,1,0.145653876272514,1277,0.613155833985905,8,4914708.12,-0.318276372038936
2098,0,Ativa,977,0.213483146067416,4,S/C,1.7012,1.5771,,1,0.771666666666667,600,0.0,10,2033845.59,1.95282803823708
14609,0,Ativa,2373,1.0,4,4,S/D,S/D,S/D,1,-0.0601092896174863,183,0.0,1,-9459.78000000003,-0.994409005323135
3371,0,Ativa,1663,0.658730158730159,5,3,2.9998,2.9771,2.8983,1,-0.0593166383701188,9424,0.212330220713073,40,12080563.35,-0.770612024169645
18372,0,Ativa,493,0.266666666666667,3,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
308,0,Ativa,8075,0.182266009852217,3,S/C,2.0714,2.0668,1.9467,1,0.0024032684450854,4161,0.0694544580629656,23,3122851.72000001,3.44231181430583
281,0,Ativa,29203,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
16543,1,Ativa,1663,0.230769230769231,5,3,S/D,S/D,S/D,1,-0.384615384615385,65,0.0,0,33341.55,-0.367645667354246
18093,1,Extinta,1111,0.714285714285714,3,S/C,S/D,S/D,S/D,1,0.0,90,0.366666666666667,2,-1749747.39,0.0
2616,1,Ativa,885,0.631578947368421,3,3,2.4865,2.5483,2.5809,1,-0.057492931196984,1061,0.208294062205467,6,5270770.37,-0.356582954415232
1827,0,Ativa,1757,0.444444444444444,4,3,2.9479,2.9479,2.9479,1,0.1625,80,0.0,1,556742.59,5.34016468488452
4724,0,Ativa,39,0.207317073170732,3,3,2.5342,2.2149,2.2149,1,-0.0296591412129261,2259,0.0407259849490925,5,1631355.0,0.521974273161463
22153,1,Ativa,283,1.0,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1365,0,Ativa,143,0.716577540106952,5,3,2.8508,2.8197,2.8064,1,0.0336401142494447,6302,0.098064106632815,34,15020978.35,-0.54914739004598
1574,1,Ativa,2139,0.529411764705882,4,4,2.9005,2.8332,2.8332,1,-0.0799319727891157,1176,0.235544217687075,5,4116652.8,0.452770945887992
18075,1,Ativa,1239,0.574468085106383,S/C,S/C,S/D,S/D,S/D,1,-0.5,114,0.0,2,202663687.6,-1.00051847656526
1063,0,Ativa,39,0.5625,3,3,2.5829,2.5829,2.5829,1,-0.0566666666666666,300,0.1,3,71109811.4,0.928679708168314
5430,0,Extinta,4162,0.0,2,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21693,1,Ativa,410,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
456,0,Ativa,755,0.812351543942993,3,S/C,2.1579,2.2889,2.3265,1,-0.0859944681921047,3977,0.0,53,-15387952.65,1.69493818563021
3998,1,Ativa,20,0.650943396226415,4,4,2.9618,3.2296,3.2296,1,0.0964730290456433,964,0.385892116182573,21,-1.99,0.0
844,0,Extinta,10905,0.125,3,S/C,3.3535,2.7322,2.73,0,0.0,0,0.0,0,0.0,0.0
1586,0,Ativa,2412,0.615384615384615,3,S/C,2.6603,2.631,2.8342,1,-0.021444339325134,3171,0.213181961526332,19,36163382.94,0.203761286351103
802,0,Ativa,1106,0.664634146341463,4,3,3.3072,3.0982,3.0982,1,-0.055934073064694,15411,0.047433651288041,40,69802502.67,0.347317644183281
2557,0,Extinta,7299,0.25,S/C,S/C,1.0822,1.0822,1.09,0,0.0,0,0.0,0,0.0,0.0
15833,1,Ativa,1950,0.333333333333333,4,S/C,S/D,S/D,S/D,1,0.6875,16,0.0,0,-111153.0,0.0123501564113915
1437,1,Ativa,70,0.739130434782609,4,3,2.4039,2.3976,2.2957,1,0.191363251481795,1181,0.143099068585944,8,11479612.21,-3.56293321118194
2279,1,Ativa,5956,0.73,4,4,2.7918,2.8349,2.7863,1,0.0017743979721165,3945,0.327503168567807,21,17910586.04,-0.599256047712024
2771,1,Ativa,6121,0.527777777777778,4,3,2.3711,2.3711,2.4013,1,0.111339359079704,2434,0.515612161051767,8,15849660.01,0.665049056073839
2463,1,Ativa,6235,0.315789473684211,3,S/C,0,1.23,,0,0.0,0,0.0,0,0.0,0.0
2617,0,Ativa,5358,0.722222222222222,3,S/C,2.6489,2.4907,2.4907,1,-0.0503597122302159,139,0.0,3,-150750.26,-0.569576953181404
1995,1,Ativa,439,0.6,5,4,1.8767239654839112,2.9042,2.7434,1,-0.0276647681041498,1229,0.776240846216436,1,16952548.0,0.209488128661571
18209,1,Extinta,923,0.233333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,3,0.0,0.0
18067,1,Ativa,1510,0.846153846153846,4,S/C,S/D,S/D,S/D,1,0.58695652173913,138,0.123188405797101,5,6676597.23,-0.955064148902295
13897,1,Ativa,2506,0.4,3,3,2.3561,2.2901,0,1,-0.0476190476190477,357,0.0,2,1210977.91,-0.0007527582097969
1703,0,Ativa,6643,0.523076923076923,3,3,2.9204,2.9204,2.9308,1,-0.248248686514886,2284,0.0976357267950963,15,3093595.72,-0.875544742567543
22073,1,Ativa,97,0.428571428571429,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
474,0,Ativa,2376,0.575757575757576,4,3,2.2739,2.6658,2.6658,1,-0.147147147147147,333,0.0540540540540541,8,14641276.0,-0.179723422931569
1629,1,Extinta,6653,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
899,1,Ativa,2048,0.666666666666667,3,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
4450,0,Ativa,150,0.640625,4,4,3.1182932395861083,3.2719,3.46,1,-0.109799047027139,4827,0.392376217112078,18,23223202.0,-0.141358898508251
14148,0,Ativa,4276,0.142857142857143,3,3,3.0624,3.0624,3.0624,1,0.0394736842105263,304,0.131578947368421,3,693832.73,92.2296939157944
3509,0,Ativa,1663,0.727272727272727,3,3,3.2046242875794864,2.4559,2.4559,1,0.0,73,0.0,2,232132.35,-1.05921657182828
1572,1,Ativa,593,0.472222222222222,3,3,2.9024,2.9024,,1,-0.0130353817504656,537,0.111731843575419,4,-248325.42,-0.173605841072719
2132,1,Ativa,6069,0.652173913043478,4,3,2.6998,2.6415,,1,0.109699453551912,7320,0.648633879781421,20,55851931.16,-0.390176486819778
4357,1,Ativa,5099,0.4,3,2,1.665,2.3023,2.3023,1,0.24,25,0.08,1,378083.049999999,-1.03951437773351
18652,1,Ativa,762,0.296296296296296,S/C,S/C,S/D,S/D,S/D,1,0.0,99,0.0101010101010101,3,202663687.6,0.0
4995,0,Ativa,3841,0.769230769230769,3,S/C,2.1449,2.1449,2.1449,1,-0.456359102244389,401,0.0,6,478620.0,7.86654378041615
17704,1,Ativa,734,0.5,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4495,1,Ativa,2338,0.815789473684211,5,3,2.5924889706625227,3.3123,3.3123,1,0.115281501340483,746,0.214477211796247,11,1052726759.1,0.189707637063632
4538,1,Ativa,1351,0.333333333333333,3,3,2.8654,2.8654,2.8654,0,0.0,0,0.0,0,0.0,0.0
10685,1,Ativa,1005,0.5,3,0,3.1141,3.2959,3.2801,1,0.965979381443299,970,0.482474226804124,10,10083830.11,-0.223587812555506
2111,0,Ativa,5767,0.820289855072464,4,4,2.8196,2.8918,2.9679,1,-0.152167871039466,7196,0.509727626459144,30,66249497.96,4.68463011612007
18678,1,Ativa,977,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
923,0,Ativa,2701,0.636363636363636,4,3,3.0741,3.0004,3.0004,1,-0.0206422018348624,1308,0.160550458715596,14,3368877.63,0.57915649745344
1852,1,Ativa,1720,0.8,3,S/C,2.6843,2.6569,2.6569,1,-0.0104166666666666,288,0.253472222222222,3,304675.13,-0.350565330688478
1640,1,Ativa,1034,0.729411764705882,4,4,3.4172,3.2634,3.2464,1,0.0493104099754393,5293,0.706593614207444,25,22750676.05,-0.0185379565008404
21819,1,Ativa,350,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4722,1,Ativa,123,0.7,4,3,2.6009,2.5702,2.5492,1,-0.0197516930022573,1772,0.257900677200903,10,2248795.0,1.1601283383206
1891,1,Extinta,6342,0.1875,S/C,S/C,2.62,2.62,2.62,0,0.0,0,0.0,0,0.0,0.0
22095,1,Ativa,97,0.75,S/C,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
3270,0,Ativa,516,0.65,3,S/C,1.9684,2.2123,2.2123,1,0.548780487804878,82,0.0,3,-114325.91,-1.50417302916401
3878,1,Ativa,885,0.642857142857143,4,3,3.6434,3.6434,,1,0.0759493670886076,79,0.0886075949367089,1,-391717.21,0.627919365576362
1615,0,Ativa,977,0.44,3,3,1.9565,1.8511,1.8511,1,-0.0218181818181818,825,0.0,11,1764506.93,3.6453142740627
3278,0,Extinta,5967,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,-1,0.0,0.0
21722,1,Ativa,39,0.2,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
11902,1,Ativa,3486,0.269230769230769,3,5,S/D,S/D,,1,-0.388888888888889,18,0.666666666666667,1,1165131.33,0.316260457817648
18671,1,Ativa,776,0.304347826086957,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21674,1,Ativa,70,0.5,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3029,1,Ativa,157,0.65625,3,S/C,2.2302,2.3055,2.2957913338238614,1,0.0128342245989306,935,0.113368983957219,7,-1371999.91,9.15566726146679
2944,1,Ativa,5366,0.619565217391304,4,4,2.4598,2.5111,2.4789,1,0.0311997857525441,7468,0.485940010712373,23,178190303.68,0.124808255257966
1226,1,Ativa,377,0.655172413793103,3,3,3.0025,2.9838,2.9838,1,0.118580765639589,1071,0.620915032679739,4,370146.61,-0.972519906631123
1054,0,Extinta,7790,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
2440,0,Ativa,6262,0.454545454545455,3,2,2.7349,2.347,2.3793,1,0.384223918575064,393,0.7735368956743,6,1183544.15,-0.569961340694177
3337,1,Ativa,3024,0.656716417910448,3,3,1.5938,1.7713,,1,-0.342717258261934,817,0.0648714810281518,5,2292655.91,0.480685613702501
1311,1,Ativa,2478,0.46031746031746,4,3,3.2338,3.2338,,1,0.0789473684210527,418,0.0,4,2875357.26,-2.00529499117886
12346,1,Ativa,3659,0.444444444444444,3,4,2.4293,2.2006,2.2006,1,2.95238095238095,21,0.0476190476190476,4,1530006.83,-2.55057369941239
2695,0,Extinta,5758,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,1,0.0,0.0
13735,1,Ativa,2806,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22321,1,Ativa,95,0.5,S/C,S/C,S/D,S/D,2.901788242427544,0,0.0,0,0.0,-1,0.0,0.0
1371,1,Ativa,563,0.538461538461538,3,3,2.7486,2.7183,2.7052,1,0.792207792207792,77,0.0909090909090909,3,240437538.34,0.0886639122336301
12661,1,Ativa,2772,0.333333333333333,4,4,3.218,3.218,3.218,1,-0.113207547169811,53,0.0,1,6168162.2,-0.898174492480601
780,1,Ativa,2196,0.641221374045802,3,3,2.7199,2.7022,2.6341,1,0.088725884244373,19904,0.458551045016077,45,393160959.5,0.123955216231904
18064,1,Ativa,1007,0.857142857142857,4,S/C,S/D,S/D,S/D,1,0.0,49,0.0,2,724260.73,0.0
2188,0,Ativa,6213,0.8,4,S/C,2.5254,2.5254,2.5254,1,2.73684210526316,19,0.0,1,-275663.0,0.0
4411,0,Ativa,4353,0.492537313432836,3,3,2.9634,3.0147,3.0147,1,-0.1442417331813,1754,0.433295324971494,12,8363704.59,3.16909369897842
2775,1,Ativa,9118,0.380952380952381,3,S/C,1.6506,1.6506,1.6506,1,-0.0670498084291188,522,0.398467432950192,3,798626.17,-0.345224260605963
752,0,Ativa,578,0.6875,4,3,2.4994,2.5093,2.5093,1,0.0410509031198687,1218,0.0894909688013136,12,-785299.430000002,2.7228366383166
4141,1,Ativa,3871,0.702380952380952,4,5,2.4743,2.6037,2.4312,1,0.0414309484193012,6010,0.378036605657238,22,1052726759.1,0.189707637063632
3242,1,Extinta,5162,0.444444444444444,3,S/C,0,3.1629174143589416,1.7028893136592653,0,0.0,0,0.0,0,0.0,0.0
1299,0,Ativa,1160,0.632075471698113,4,4,2.8212,2.8213,2.6635,1,0.216464891041162,2065,0.121549636803874,26,2231532.53,-0.194812080442519
21408,1,Ativa,97,0.6,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4938,0,Ativa,1106,0.5,4,3,3.0272,3.0272,3.0272,1,-0.0444444444444444,90,0.0,2,-6820317.22,0.710934525480201
913,0,Ativa,8796,0.466666666666667,3,3,2.3562,2.2828,,1,-0.0547368421052632,475,0.0,3,51862.06,0.0
1742,1,Ativa,567,0.702702702702703,4,4,2.9784,2.9134,2.9142,1,-0.047635850388144,2834,0.0,29,1290379.37,-0.107227221712111
1412,1,Ativa,2701,0.72463768115942,3,4,1.9826,2.2798,,1,0.105356825057839,5619,0.313400961025093,17,1052726759.1,0.189707637063632
1974,1,Ativa,6292,0.181818181818182,3,3,0,-0.10399742206439988,0,0,0.0,0,0.0,0,0.0,0.0
13034,0,Ativa,255,0.5,4,4,1.7386,1.7386,1.7386,1,-0.234234234234234,222,0.009009009009009,2,164779.62,-6.42118235327266
544,0,Ativa,1490,0.5,3,S/C,2.6355,2.6355,2.6355,1,-0.0490018148820327,551,0.451905626134301,1,-96735.7100000002,-0.2244438077499
1266,0,Ativa,1887,0.533333333333333,3,S/C,1.9599,2.106,2.106,1,0.0385674931129476,726,0.0730027548209366,6,405292.78,-5.4070520626789
16864,0,Ativa,70,0.545454545454545,4,4,3.4421,0,0,1,-0.28,100,0.07,1,-1783794.88,-0.0031759206407318
4037,1,Ativa,776,0.539473684210526,4,4,3.0032960439958836,3.0001,2.1856,1,-0.0803839232153569,1667,0.398320335932813,13,3056413.35,2.97406394608869
3506,1,Ativa,4877,0.5625,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1961,0,Ativa,2412,0.765957446808511,4,4,2.4383,2.533691910411285,2.6966,1,0.0045615813482007,1973,0.123669538773441,10,9156515.0,-0.0100428495792323
19957,1,Ativa,502,1.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2629,0,Ativa,5120,0.714285714285714,3,S/C,3.4899,3.5419,3.9379,1,-0.0067114093959731,596,0.565436241610738,2,1867036.01,-0.946873647327859
3649,1,Ativa,123,0.7890625,4,3,2.6833,2.5614,2.5614,1,-0.227203260315843,1963,0.0173204279164544,11,1198554.83,2.03096849934416
4777,1,Ativa,3997,0.5,3,3,2.5301,2.2738,2.2738,1,-0.0732899022801303,614,0.356677524429967,5,48554818.16,0.107940170058897
1190,0,Ativa,2478,0.372093023255814,5,3,2.8779,2.9491,2.8761,1,0.152727272727273,550,0.156363636363636,6,641756.64,0.0
810,1,Ativa,1328,0.5,3,2,2.6432,2.6679,,1,-0.0708263069139966,593,0.258010118043845,9,863208.01,4.8678231400679
20497,1,Ativa,340,0.125,5,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
977,0,Ativa,248,0.153846153846154,3,S/C,1.8001,1.8001,1.7325,0,0.0,0,0.0,0,0.0,0.0
1902,1,Ativa,266,0.157894736842105,3,S/C,1.5068,1.5068,1.5068,0,0.0,0,0.0,0,0.0,0.0
2530,1,Ativa,823,0.264705882352941,3,S/C,2.294,2.294,,1,0.0186219739292366,537,0.573556797020484,5,240437538.34,11.6243507136493
1396,1,Ativa,2196,0.741935483870968,5,4,2.7261,2.5644,2.4867,1,-0.116990755498884,6274,0.22585272553395,38,18034083.6,1.01277841024979
4531,0,Ativa,1005,0.625,4,S/C,2.3482,2.3755,2.4669,1,-0.0161490683229814,1610,0.35776397515528,9,-7016866.27,-7.21043717331564
2639,0,Ativa,6125,0.5,3,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
163,1,Ativa,2421,0.785103170608958,4,5,3.0357,3.1251,3.1018,1,-0.0404527724804632,219713,0.169352746537529,493,1602241454.94,0.165875934528366
383,1,Ativa,776,0.754310344827586,4,4,2.5981,2.4707,2.4027,1,-0.0896432199844619,16733,0.0004183350265941,71,121998785.89,-0.109179869765223
3513,1,Ativa,161,0.448275862068966,3,3,2.0228,2.02,,1,0.135245901639344,244,0.102459016393443,9,240437538.34,0.0886639122336301
17487,1,Ativa,871,0.333333333333333,4,S/C,S/D,S/D,S/D,1,0.0,98,0.0,0,614489.19,0.0
1457,1,Ativa,1098,0.777777777777778,3,3,2.4459,2.5436,,1,0.0091623036649215,1528,0.0896596858638744,15,883811672.09,0.0606649985333643
3692,0,Ativa,2701,0.583333333333333,3,3,1.5739,1.744,1.8084161380483814,1,0.0940170940170941,117,0.111111111111111,4,244401.71,0.682994416568109
17651,1,Ativa,469,0.75,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3753,0,Ativa,5609,0.25,3,3,1.3159,1.9832,1.9832,1,0.936507936507937,189,0.0529100529100529,4,16797.1599999996,-0.778246697726248
3815,0,Ativa,1907,0.52,3,3,1.7101,1.7101,1.7101,1,0.0043165467625898,695,0.40431654676259,3,3608507.75,0.174686638870166
1564,1,Ativa,1949,0.736842105263158,4,3,2.7755,2.7755,,1,0.250750750750751,666,0.0,4,955293.0,0.0277855883320564
1051,1,Ativa,7662,0.714285714285714,3,3,2.2414,2.1304914743057526,2.1589,1,0.132743362831858,1469,0.0027229407760381,4,1041242.17,-0.897217271255367
14303,1,Ativa,283,0.357142857142857,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18160,1,Ativa,885,0.714285714285714,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1670,1,Ativa,2082,0.361111111111111,4,4,2.9669,2.9669,2.9669,1,-0.0179573512906847,891,0.457912457912458,6,1488874.64,0.00959965493623
2171,1,Ativa,6121,0.828571428571429,3,5,2.1491,2.0978488038120977,2.1491,1,0.269113149847095,327,0.217125382262997,5,1240490454.3,0.305633398440824
344,1,Ativa,980,0.744303797468354,4,4,3.1326,3.1043,3.1256,1,-0.0191753601589667,20130,0.385444610034774,117,162619675.13,0.761721504013143
4729,0,Ativa,395,0.333333333333333,3,S/C,1.831,1.831,1.831,1,0.346666666666667,75,0.0666666666666667,1,221430962.0,-0.207799979634436
299,0,Ativa,1530,0.666666666666667,3,4,2.4249,2.3935,2.3935,1,0.225490196078431,306,0.0457516339869281,7,62529.4099999996,0.432206807745309
